foodName,Type,Country,Region,Ingredient,Calorie,imgUrl,Description
Biangbiang noodles,Chinese noodles,China,Shaanxi,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Unbalanced_scales.svg/45px-Unbalanced_scales.svg.png,"Biangbiang noodles (Chinese: 𰻝𰻝面 / 面), alternatively known as youpo chemian (油泼扯面) in Chinese, are a type of noodle popular in the cuisine of China's Shaanxi Province. The noodles, touted as one of the ""eight strange wonders of Shaanxi"" (陕西八大怪), are described as being like a belt, owing to their thickness and length."
Fried Rice,"List
 arroz mamposteao – Puerto Rican Spanish
 arroz frito – Philippine Spanish
 bai cha (បាយឆា) – Khmer
 bokkeum-bap (볶음밥) – Korean
 bhuteko bhat (भुटेको भात) – Nepalese
 chāhan (チャーハン), yakimeshi (焼飯) – Japanese
 chǎofàn (炒饭(s); 炒飯(t)) – Chinese
 chaufa – Peruvian Spanish
 cơm chiên, cơm rang – Vietnamese
 htamin gyaw (ထမင်းကြော်) – Burmese
 khao pad (ข้าวผัด) – Thai
 nasi goreng – Indonesian/Malay
 sinangág – Tagalog
 sinanlag – Cebuano
 singlé násî   - Kapampángan",Various,Worldwide,"Cooked rice, cooking oil",,//upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Fried_rice_with_shrimp_paste.jpg/220px-Fried_rice_with_shrimp_paste.jpg,"Fried rice is a dish of cooked rice that has been stir-fried in a wok or a frying pan and is usually mixed with other ingredients such as eggs, vegetables, seafood, or meat. It is often eaten by itself or as an accompaniment to another dish. Fried rice is a popular component of East Asian, Southeast Asian and certain South Asian cuisines, as well as a staple national dish of Indonesia and Malaysia. As a homemade dish, fried rice is typically made with ingredients left over from other dishes, leading to countless variations. Fried rice first developed during the Sui Dynasty in China and as such all fried rice dishes can trace their origins to Chinese fried rice.[1]"
Braised pork belly,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Braised pork belly,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Sweet and sour pork,甜酸,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Deep_fried_fish_in_a_sweet_%26_sour_sauce.jpg/260px-Deep_fried_fish_in_a_sweet_%26_sour_sauce.jpg,"Sweet and sour is a generic term that originated from Chinese cuisine[1] and encompasses many styles of sauce, cuisine and cooking methods. The etymology of the term ""Sweet and Sour"" comes from the Chinese word ""甜酸""(甜 = sweet, 酸 = sour), formally used in Chinese dishes as ""糖醋“ (糖 = sugar, 醋 = vinegar). It is commonly used in China since the Tang Dynasty (618-907), East Asia, Southeast Asia, and has been used in England since the Middle Ages.[2] Sweet and sour remains popular in Europe and the Americas."
Char siu,"chasu, char siu, chashao, cha sio, char siew (Cantonese), xá xíu (Vietnamese)","Guangdong, China","Chinese-speaking areas, Japan, Southeast Asia","Pork, mixture of honey, five-spice powder, fermented tofu (red), dark soy sauce, hoisin sauce, and sherry or rice wine",,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,
Kung Pao chicken,Stir-fry,China,Sichuan,"Cubed boneless chicken, chili peppers, peanuts",,//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Kung-pao-shanghai.jpg/250px-Kung-pao-shanghai.jpg,"Kung Pao chicken (Chinese: 宫保鸡丁; pinyin: Gōngbǎo jīdīng), also transcribed Gong Bao or Kung Po, is a spicy, stir-fried Chinese dish made with cubes of chicken, peanuts, vegetables (traditionally Welsh onion only), and chili peppers. The classic dish in Sichuan cuisine originated in the Sichuan Province of south-western China and includes Sichuan peppercorns. Although the dish is found throughout China, there are regional variations that are typically less spicy than the Sichuan serving. Kung Pao chicken is also a staple of Westernized Chinese cuisine."
Peking Duck,北京烤鴨,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Peking_Duck%2C_2014_%2802%29.jpg/260px-Peking_Duck%2C_2014_%2802%29.jpg,"Peking duck is a dish from Beijing (Peking)[1] that has been prepared since the Imperial era. The meat is characterized by its thin, crisp skin, with authentic versions of the dish serving mostly the skin and little meat, sliced in front of the diners by the cook. Ducks bred specially for the dish are slaughtered after 65 days and seasoned before being roasted in a closed or hung oven. The meat is often eaten with spring onion, cucumber and sweet bean sauce with pancakes rolled around the fillings. Sometimes pickled radish is also inside, and other sauces (like hoisin sauce) can be used."
Soy egg,China,China,,"Egg, soy sauce, sugar, water",,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,
Tea egg,Snack,China,Zhejiang,"Egg, five-spice powder, Tea",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,
Fujian red wine chicken,Sauce,"Fujian, China",,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/95/Fujian_red_wine_chicken.JPG/250px-Fujian_red_wine_chicken.JPG,"Fujian red wine chicken (simplified Chinese: 红糟鸡; traditional Chinese: 紅糟雞; pinyin: hóngzāojī) is a traditional dish of northern Fujian cuisine which is made from braising chicken in red yeast rice. This dish is traditionally served to celebrate birthdays and served with ""long life"" noodles misua."
Buddha's delight,"Luóhàn zhāi, lo han jai, lo hon jai, Luóhàn cài",China,,"various edible plants and fungi, soy sauce",,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Boeddha%27s_Delight.jpg/250px-Boeddha%27s_Delight.jpg,"Buddha's delight, often transliterated as Luóhàn zhāi, lo han jai, or lo hon jai, is a vegetarian dish well known in Chinese and Buddhist cuisine. It is sometimes also called Luóhàn cài (simplified Chinese: 罗汉菜; traditional Chinese: 羅漢菜)."
Xiaolongbao,"Xiaolong bao, xiao long bao, soup dumplings, xiaolong mantou, XLB","Changzhou, China",Jiangsu and Shanghai,"Leavened or unleavened dough, minced pork (or other meats), aspic",,//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Xiao_Long_Bao_at_Nanxiang_Mantou_Dian_1.jpg/230px-Xiao_Long_Bao_at_Nanxiang_Mantou_Dian_1.jpg,"Xiaolongbao (/ˈʃaʊlɒŋˌbaʊ/) is a type of Chinese steamed bun (baozi) from Jiangsu province, especially associated with Wuxi and Shanghai (Shanghai was formerly a part of Jiangsu province). In Shanghainese, they are known as siaulon moedeu or xiaolong-style mantous[1] as Wu Chinese-speaking peoples use the traditional definition of ""mantou"", which refers to both filled and unfilled buns. It is traditionally prepared in xiaolong, which is a kind of small bamboo steaming basket,[2] which give them their name. Xiaolongbao is often referred to as a kind of ""dumpling"", but should not be confused with British or American-style dumplings, nor with Chinese jiaozi."
Baozi,"Bao, humbow, pau",North China,"China, Hong Kong, Taiwan, East Asia, Chinatown in the world",,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Baozi (Chinese: 包子), or bao, is a type of yeast-leavened filled bun[1] in various Chinese cuisines. There are many variations in fillings (meat or vegetarian) and preparations, though the buns are most often steamed. They are a variation of mantou from Northern China."
Dim sum,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/4/47/Sound-icon.svg/20px-Sound-icon.svg.png,
Jiaozi,Dumpling,China,East Asia,"Dough, ground meat, or vegetables",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Jiaozi (Chinese: 餃子; [tɕjàu.tsɨ] (listen)) are Chinese dumplings commonly eaten in China and other parts of East Asia. Jiaozi are folded to resemble Chinese sycee and have great cultural significance attached to them within China. Jiaozi are one of the major dishes eaten during the Chinese New Year throughout the entire country and eaten all year round in the northern provinces. Though considered part of Chinese cuisine, jiaozi are popular in other parts of East Asia and in the Western world, where a fried variety is sometimes called potstickers. The English-language term ""potsticker"" is a calque of the Mandarin word 鍋貼 ""guotie"". Potsticker was used by Buwei Yang Chao and her husband Yuen Ren Chao in the book How to Cook and Eat in Chinese, which was first published in 1945. In northern China, however, 鍋貼 ""guotie"" specifically refers to a type of pan-fried jiaozi with its ends left open rather than just any pan-fried jiaozi."
Tangyuan,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,"Tangyuan or Tang Yuan, or variation may refer to:"
Cong you bing,scallion pancake,China,,"Dough, scallions",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,
Shaobing,Huoshao,China,,,,//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Shaobing5.jpg/250px-Shaobing5.jpg,"Shaobing (pinyin: shāobǐng; Wade–Giles: shao-ping), also called huoshao, is a type of baked, unleavened, layered flatbread in Northern Chinese cuisine. Shaobing can be made with or without stuffing, and with or without sesame on top. Shaobing contains a variety of stuffings that can be grouped into two main flavors: savory or sweet. Some common stuffings include red bean paste, black sesame paste, stir-fried mung beans with egg and tofu, braised beef, smoked meat,[1] or beef or pork with spices.[2]"
Congee,Porridge,India,Kerala[1]Tamil Nadu,Rice,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,
Oyster omelette,"Breakfast, lunch, and dinner","Chaoshan & Minnan region, China",East Asia and Southeast Asia,,,//upload.wikimedia.org/wikipedia/commons/thumb/3/31/TWOysterOmeletRichy.jpg/220px-TWOysterOmeletRichy.jpg,"The oyster omelette, as known as o-a-tsian (Chinese: 蚵仔煎; Pe̍h-ōe-jī: ô-á-chian), o-chien (Chinese: 蚵煎; Pe̍h-ōe-jī: ô-chian) or orh luak (simplified Chinese: 蚝烙; traditional Chinese: 蠔烙; Peng'im: o5 luah4) is a dish of Hokkien and Teochew origin that is renowned for its savory flavor in its native Chaoshan and Minnan region, along with Taiwan and many parts of Southeast Asia such as the Philippines, Thailand, Malaysia and Singapore due to the influence of the Hokkien and Teochew diaspora. Variations of the dish exist in some southern regions of China."
Popiah,po̍h-piáⁿ,"Fujian, China","East Asia (Teochew and Hokkien-speaking communities), Southeast Asia","Popiah skin, bean sauce, filling of finely grated and steamed or stir-fried turnip, jicama, bean sprouts, French beans, lettuce leaves, grated carrots, Chinese sausage slices, thinly sliced fried tofu, chopped peanuts or peanut powder, fried shallots, and shredded omelette",,//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/LunBhia.jpg/230px-LunBhia.jpg,
Fried rice in Fujian style,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Wenchang chicken,Hainan,,Hainan,Chicken,,//upload.wikimedia.org/wikipedia/commons/thumb/4/46/Wenchang_Chicken_1.JPG/240px-Wenchang_Chicken_1.JPG,"Wenchang chicken (simplified Chinese: 文昌鸡; traditional Chinese: 文昌雞; pinyin: Wénchāng Jī) is a type of chicken breed and a chicken dish from the Wenchang city area in the island province of Hainan, China."
Stuffed tofu,"Main course, soup",China,,"Tofu, meat paste (fish and ground meat)",,//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/%E9%85%BF%E8%B1%86%E8%85%90_2.jpg/220px-%E9%85%BF%E8%B1%86%E8%85%90_2.jpg,"Yong tau foo (simplified Chinese: 酿豆腐; traditional Chinese: 釀豆腐; also spelled yong tao foo, yong tau fu, yong tau hu or yong tofu; yentafo in Thailand) is a Hakka Chinese cuisine consisting primarily of tofu filled with ground meat mixture or fish paste. Variation of this food include vegetables and mushrooms stuffed with ground meat or surimi. Yong tau foo is eaten in numerous ways, either dry with a sauce or served as a soup dish."
Hot dry noodles	,,,,,,//en.wikipedia.org/wiki/Special:CentralAutoLogin/start?type=1x1,
Dandan noodles,擔擔麵,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Dan-dan_noodles%2C_Shanghai.jpg/220px-Dan-dan_noodles%2C_Shanghai.jpg,"Dandan noodles or dandanmian (simplified Chinese: 担担面; traditional Chinese: 擔擔麵) is a noodle dish originating from Chinese Sichuan cuisine. It consists of a spicy sauce usually containing preserved vegetables (often including zha cai (榨菜), lower enlarged mustard stems, or ya cai (芽菜), upper mustard stems), chili oil, Sichuan pepper, minced pork, and scallions served over noodles. The dish can either be served dry or as a noodle soup."
Chongqing spicy deep-fried chicken,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Fuqi Feipian,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,"Fuqi feipian (Chinese: 夫妻肺片; pinyin: fūqī fèipiàn; lit. 'husband and wife lung pieces') is a popular Sichuan dish, served cold or at room temperature, which is made of thinly sliced beef and beef offal. Common ingredients in the modern version include beef heart, tongue and tripe, and a generous amount of various spices, including Sichuan pepper. True to its Sichuan roots, the desired taste should be both spicy and mouth-numbing. Despite its name, actual lung is rarely used.[1]"
Sichuan hotpot,HuoGuo,China,East Asia,"Meat, leaf vegetables, mushrooms, dumplings, and seafood",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Hot pot or hotpot (simplified Chinese: 火锅; traditional Chinese: 火鍋; pinyin: huǒguō; lit. 'fire pot'), also known as soup-food or steamboat, is a cooking method that originates from China, prepared with a simmering pot of soup stock at the dining table, containing a variety of East Asian foodstuffs and ingredients."
Mapo tofu,China,China,Sichuan,"Tofu, douban (fermented broadbean and chili paste), and douchi (fermented black beans), along with minced meat",,//upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Billyfoodmabodofu3.jpg/220px-Billyfoodmabodofu3.jpg,"Mapo tofu (Chinese: 麻婆豆腐; pinyin: mápó dòufu) is a popular Chinese dish from Sichuan province.[1] It consists of tofu set in a spicy sauce, typically a thin, oily, and bright red suspension, based on douban (fermented broad bean and chili paste) and douchi (fermented black beans), along with minced meat, traditionally beef.[2] Variations exist with other ingredients such as water chestnuts, onions, other vegetables, or wood ear fungus.  One account indicates that the dish existed as early as 1254, in a suburb of Chengdu, the capital city of Sichuan province.[3]"
Shuizhu,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Shuizhu (Chinese: 水煮; pinyin: shǔizhǔ, [ʂwěi ʈʂù ɻôu pʰjɛ̂n]) is a Chinese dish which originated from the cuisine of Sichuan province and the name literally means ""water boiled (meat)"". The preparation of this dish usually involves some sort of meat, usually beef, which is then called ""shǔizhǔròupiàn"" or fish when it's called ""shǔizhǔyúpiàn"", chili pepper, and a large amount of vegetable oil."
Guokui,China,China,,"Flour, Water, Yeast, Sugar,",,//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Pot-helmets-2511801_1920.jpg/200px-Pot-helmets-2511801_1920.jpg,"Guokui (simplified Chinese: 锅盔; traditional Chinese: 鍋盔; pinyin: guōkuī),[1] literally ""pot helmet"", is a kind of flatbread made from flour originating from Shaanxi cuisine."
Noodles with tomato egg sauce,Noodle,,"China, Southeast Asia","Tomato, Scrambled egg, vegetables, Chinese noodles",,//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,"Noodles with tomato egg sauce（Chinese: 西红柿鸡蛋面/番茄鸡蛋面）is a traditional Chinese dish. It is very simple to cook. Just as its name implies, it only needs three ingredients: noodles, tomato and egg."
Shacha noodles,"Sate noodle, Satay noodle",China,,"Shacha sauce, oil noodles, beansprouts, water",,//upload.wikimedia.org/wikipedia/commons/thumb/3/35/Shachamian.JPG/220px-Shachamian.JPG,"Shacha noodles (Simplified Chinese: 沙茶面; Traditional Chinese: 沙嗲面; Pinyin: shā chá miàn), also known as sate or satay noodles, is a noodle dish popular in southern Fujian province. It is a kind of soup noodles made by cooking satay soup made from satay sauce and adding bean sprouts, pork liver, and other auxiliary materials.[1]"
Chongqing noodles,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/e/e9/ChongQing_Noodles%2C_Sucr%C3%A9pic%C3%A9%2C_Paris_001.jpg/220px-ChongQing_Noodles%2C_Sucr%C3%A9pic%C3%A9%2C_Paris_001.jpg,"Chongqing noodles (simplified Chinese: 重庆小面; traditional Chinese: 重慶小麵; pinyin: Chóngqìng xiǎomiàn) is a term for a variety of spicy noodle dishes that originated and exist in Chongqing, China,[1][2] which are collectively referred to as xiǎomiàn, literally ""little noodles"" in English.[1][3][4][5] Xiao mian is also prepared in other areas of the world, such as the United Kingdom and areas of Australia and the United States.[1][2][6][7]"
Curry rice,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,Curry rice may refer to:
Hayashi rice,Main,Japan,Ikuno,"Rice, beef, onions, mushrooms, red wine, tomato sauce",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Hayashi rice or Hashed beef rice (ハヤシライス, Hayashi Raisu) is a dish popular in Japan as a Western-style dish or yōshoku. It usually contains beef, onions, and button mushrooms, in a thick demi-glace sauce which often contains red wine and tomato sauce. This sauce is served atop or alongside steamed rice. The sauce is sometimes topped with a drizzle of fresh cream."
Kamameshi,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/55/Kamameshi.JPG/200px-Kamameshi.JPG,"Kamameshi (釜飯) literally translates to ""kettle rice"" and is a traditional Japanese rice dish cooked in an iron pot called a kama. Kamameshi originally referred to rice that was eaten communally from the kama. Coworkers or family members either ate directly from the kama pot or by transferring the rice to individual bowls.[1] The term emerged in the late Meiji period, and is associated with the communal eating of rice in the aftermath of the 1923 Great Kantō earthquake. Later, similar to takikomi gohan, kamameshi came to refer to a type of Japanese pilaf cooked with various types of meat, seafood, and vegetables, and flavored with soy sauce, sake, or mirin.[2][3] By cooking the rice and various ingredients in an iron pot, the rice gets slightly burned at the bottom which adds a desirable flavor to the rice. Kama designed specifically to prepare kamameshi appeared on the market as the dish became popular across Japan, and the prepared kamameshi is placed directly on the table in its pot for the meal.[1] A small-scale replica of the kama is used to create an individual serving of kamameshi, and the dish is now a popular ekiben."
Katemeshi,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Foodlogo2.svg/32px-Foodlogo2.svg.png,"Katemeshi, also spelled as katé-meshi, was a common peasant food in Japan during the Meiji period and Taishō period. Some laborers and farmers subsisted on the dish during this time, whereas wealthier Japanese people consumed larger quantities of rice, which was a relatively expensive food compared to the income of some workers. Typical ingredients in the dish included rice, barley, millet and chopped daikon, a mild winter radish; variations of the dish were based upon the regional and seasonal availability of foods in different areas of Japan."
Mochi,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png,
Ochazuke,"ochazuke, cha-cha gohan, bubuzuke",Japan,,"rice, green tea or dashi",,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Cazuke_at_tempura_restaurant_in_Ginza.jpg/220px-Cazuke_at_tempura_restaurant_in_Ginza.jpg,"Chazuke (茶漬け, ちゃづけ) or ochazuke (お茶漬け, from (o)cha 'tea' + tsuke 'submerge') is a simple Japanese dish made by pouring green tea,[1] dashi, or hot water over cooked rice.[2] Chazuke provides a good way to use leftover rice as a quick snack because this dish is easy to make. It is also known as cha-cha gohan. In Kyoto, ochazuke is known as bubuzuke.[3] Since the 1970s, packaged ""instant ochazuke"", consisting of freeze-dried toppings and seasonings, has become popular."
Okowa,おこわ (強飯),Japan,,"rice, meat or vegetables",,//upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Okowa_Bento_by_Yonehachi%2C_Takashimaya_Singapore.jpg/220px-Okowa_Bento_by_Yonehachi%2C_Takashimaya_Singapore.jpg,"Okowa おこわ (強飯) is a Japanese steamed rice dish made with glutinous rice mixed with meat or vegetables.[1] It is sometimes combined with wild herbs (sansai okowa) and vessel chestnuts (kuri okowa).[2]  It is generally boiled glutinous rice blended with Azuki beans to give it red color for festive look, made by boiling regular rice with Azuki beans.[3][4]  Since Okowa is meant to be eaten at room temperature, it is used to make onigiri for its capacity to be frozen well."
Omurice,Japanese Egg Roll Fried Rice,Japan,,"Chicken eggs, rice and ketchup optional",,//upload.wikimedia.org/wikipedia/commons/thumb/8/8e/%E4%B8%96%E7%95%8C%E3%81%8C%E3%83%A4%E3%83%90%E3%81%84_%E3%82%AA%E3%83%A0%E3%83%A9%E3%82%A4%E3%82%B9_%2831456597778%29.jpg/220px-%E4%B8%96%E7%95%8C%E3%81%8C%E3%83%A4%E3%83%90%E3%81%84_%E3%82%AA%E3%83%A0%E3%83%A9%E3%82%A4%E3%82%B9_%2831456597778%29.jpg,"Omurice or omu-rice (オムライス, Omu-raisu) is an example of yōshoku (Western-influenced (Fusion cuisine) style of Japanese cuisine[1]) consisting of an omelette made with fried rice and thin, fried scrambled eggs, usually topped with ketchup.[2][3] It is a popular dish both commonly cooked at home and often found at western style diners in Japan. Children in particular enjoy omurice. It is often featured in Japan's version of a children's meal, okosama-ranchi (お子様ランチ).[1]"
Onigiri,Rice balls,Japan,,Japonica rice,,//upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Onigiri_by_yomi955.jpg/220px-Onigiri_by_yomi955.jpg,"Onigiri (お握り or 御握り), also known as omusubi (お結び), nigirimeshi (握り飯), or rice ball, is a Japanese food made from white rice formed into triangular or cylindrical shapes and often wrapped in nori.[a] Traditionally, an onigiri is filled with pickled ume (umeboshi), salted salmon, katsuobushi, kombu, tarako, mentaiko, takanazuke (pickled takana) or any other salty or sour ingredient as a natural preservative. Most Japanese convenience stores stock their onigiri with various fillings and flavors. There are even specialized shops which only sell onigiri to take out. Due to the popularity of this trend in Japan, onigiri has become a popular staple in Japanese restaurants worldwide."
Sekihan,East Asia,,East Asia,"Rice, adzuki beans",,//upload.wikimedia.org/wikipedia/commons/thumb/7/73/140111_Azuki_Museum_Himeji_Hyogo_pref_Japan11bs.jpg/220px-140111_Azuki_Museum_Himeji_Hyogo_pref_Japan11bs.jpg,"Red bean rice, called patbap (팥밥) in Korean, sekihan (赤飯) in Japanese and hóngdòu fàn (红豆饭) in Chinese, is an East Asian rice dish consisting of rice cooked with red beans."
Takikomi gohan,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Takenoko_gohan.jpg/220px-Takenoko_gohan.jpg,"Takikomi gohan (炊き込みご飯, 炊き込み御飯) is a Japanese rice dish seasoned with dashi and soy sauce along with mushrooms, vegetables, meat, or fish. The ingredients of takikomi gohan are cooked with the rice; in a similar preparation, maze gohan (混ぜ御飯), flavorful ingredients are mixed into cooked rice.[1] In the Kansai region, takikomi gohan is called kayaku gohan, and in Okinawa, it is called Jucy.[2] This dish is consumed by people in Japan around the fall season since many root vegetables and mushrooms are harvested during this season in Japan.[3] Ingredients will vary based on the seasonal vegetables and fish. Since this dish contains nutritional value, and uses a small amount of rice with vegetables and proteins, some Japanese people eat it for dieting purposes.[4] One of the reasons why this dish is popular in Japan is because it is easy to make and does not require a lot of equipment to prepare."
Tamago kake gohan,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Tamagokake-gohan.JPG/220px-Tamagokake-gohan.JPG,"Tamago kake gohan (卵かけご飯, ""egg on rice""; also abbreviated as the Latin letters TKG) is a popular Japanese breakfast food consisting of cooked Japanese rice topped or mixed with raw egg and soy sauce."
Tenmusu,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Tenmusu_by_m-louis_in_Aichi.jpg/220px-Tenmusu_by_m-louis_in_Aichi.jpg,"Tenmusu, also spelled as ten-musu,[1] is a dish in Japanese cuisine that consists of a rice ball wrapped with nori that is filled with deep-fried tempura shrimp.[2][3] Tenmusu is sometimes included as a food in bento boxes.[1]"
Okayu,Porridge,India,Kerala[1]Tamil Nadu,Rice,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,
Gyūdon,"gyūmeshi ('beef [and] rice'), beef bowl",Japan,,"rice, beef and onion",,//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Gyuu-don_001.jpg/220px-Gyuu-don_001.jpg,"Gyūdon (牛丼, ""beef bowl""), also known as gyūmeshi (牛飯 or 牛めし, ""beef [and] rice""), is a Japanese dish consisting of a bowl of rice topped with beef and onion simmered in a mildly sweet sauce flavored with dashi (fish and seaweed stock), soy sauce and mirin (sweet rice wine). It may sometimes also be served with toppings such as raw or soft poached eggs, Welsh onions (negi), grated cheese or kimchi. A popular food in Japan, it is commonly eaten with beni shōga (pickled ginger), shichimi (ground chili pepper), and a side dish of miso soup."
Katsudon,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Katsudon (Japanese: カツ丼) is a popular Japanese food, a bowl of rice topped with a deep-fried breaded pork cutlet, 
egg, vegetables, and condiments."
Oyakodon,Donburi,Japan,,"Chicken, egg, and sliced scallion",,//upload.wikimedia.org/wikipedia/commons/thumb/7/70/Oyakodon_%28Chicken_And_Egg_On_Rice%29.jpg/220px-Oyakodon_%28Chicken_And_Egg_On_Rice%29.jpg,"Oyakodon (親子丼), literally ""parent-and-child donburi"", is a donburi, or Japanese rice bowl dish, in which chicken, egg, sliced scallion (or sometimes regular onions), and other ingredients are all simmered together in a kind of soup that is made with soy sauce and stock, and then served on top of a large bowl of rice. The name of the dish is a poetic reflection of both chicken and egg being used in the dish.[1]"
Tekkadon,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Tekkadon (鉄火丼), a type of donburi, is a Japanese rice dish topped with thin-sliced raw tuna sashimi. Spicy tekkadon is made with what can be a mix of spicy ingredients, a spicy orange sauce, or both, usually incorporating spring onions."
Tendon,tendo,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Achilles-tendon.jpg/250px-Achilles-tendon.jpg,A tendon or sinew is a tough high-tensile-strength band of dense fibrous connective tissue that connects muscle to bone and is capable of withstanding tension and transmit the mechanical forces of muscle contraction to the skeletal system.
Unadon,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Tokyo_Chikuyotei_Unadon01s2100.jpg/220px-Tokyo_Chikuyotei_Unadon01s2100.jpg,"Unadon (鰻丼, an abbreviation for unagi donburi, ""eel bowl"") is a dish originating in Japan. It consists of a donburi type large bowl filled with steamed white rice, and topped with fillets of eel (unagi) grilled in a style known as kabayaki, similar to teriyaki. The fillets are glazed with a sweetened soy-based sauce, called tare and caramelized, preferably over charcoal fire. The fillets are not flayed, and the grayish skin side is placed faced down.[1] Sufficient tare sauce is poured over so that some of it seeps through the rice underneath.[1] By convention, pulverized dried berries of sanshō (called Japanese pepper, although botanically unrelated) are sprinkled on top as seasoning."
Wappameshi,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Wappameshi (わっぱ飯, wappameshi) is a Japanese dish cooked in special round containers (called wappa, which can be used as Bento boxes) made of thin wooden sheets.  It is rice topped with other ingredients and is a specialty of the Niigata Prefecture."
Nigirizushi,"すし, 寿司, 鮨",Japan,East Asia,vinegared rice,,//upload.wikimedia.org/wikipedia/commons/thumb/6/60/Sushi_platter.jpg/220px-Sushi_platter.jpg,"Sushi (すし, 寿司, 鮨, pronounced [sɯɕiꜜ] or [sɯꜜɕi]) is a traditional Japanese dish of prepared vinegared rice (鮨飯, sushi-meshi), usually with some sugar and salt, accompanying a variety of ingredients (ネタ, neta), such as seafood, often raw, and vegetables. Styles of sushi and its presentation vary widely, but the one key ingredient is ""sushi rice"", also referred to as shari (しゃり), or sumeshi (酢飯).[1]"
